Nodes	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
G11	0.02397720	0.02130042	0.02182371	0.02430686	0.02488425	0.02465290	0	0.02009010	0.02298544	0.02290318	0.02294714	0.02387451	0.02122471	0.02473497	0.02555513	0.02355332	0.02334564	0.02318388	0.02617622	0.02277452	0.00758153	0.00293326	0.00585920	0.00540826	0	0.00175383	0.00551403	0.00052534	0.01018336	0.00483052	0.00462217	0	0.00416590	0.01006835	0.00362791	0.00511899	0.00745271	0.00344473	0.00894427	0.00832116	0.00508816	0.00112924	0.00770923	0	0.00598353	0	0.00367748	0.00812260	0.00521423	0.00350451	0.00508556	0.00644731	0.00386786	0.00856192	0.00757199	0.00478624	0.00381376	0.00783590	0.00161965	0.00219963	0.00956054	0.00548298	0.00888831	0.00467357	0.00598927	0.00473429	0.00588055	0.00335209	0.00778058	0.00525182	0.00409423	0.00670351	0.01010736	0.00323383	0.00870281	0.00192510	0.00894363	0.00664151	0.00575857	0.00713178	0.00414059	0.00707096	0.00548221	0.00912919	0.00146340	0.00504915	0.01198073	0.00757790	0	0.00455069	0.00461160	0.00741315	0.00905470	0.00420000	0.00394017	0.00298036	0.00820416	0.00578911	0.00980319	0.01049016	0.00553316	0.00831111	0	0.00556014	0.00435508	0.00673594	0.00484009	0.00814039	0.00492685	0.00645120	0.00672197	0.00394820	0.00499405	0.00713509	0.01272496	0.00358662	0.00395513	0.00745643	0.00519990	0.00478750
G12	0.02530196	0.01967438	0.02331600	0.02291765	0.02546877	0.02562847	0.02667963	0.02231436	0.02258912	0.02404664	0.02239199	0.02221905	0.02149701	0.02188966	0.02607604	0.02424868	0.02405763	0.02591932	0.02627010	0.02462358	0.00742028	0.00754879	0	0.00340799	0.01152512	0.00301008	0.00580905	0.00509810	0.00774606	0.00794740	0.00669754	0	0.00524992	0.01192177	0	0.00811563	0.00707453	0.00554760	0.00493377	0.00354332	0.00786530	0.00538717	0.00160046	0.00739177	0.00401569	0	0.00494026	0.00436882	0.00764241	0.00241086	0.00496827	0.00479292	0.00576102	0.00809706	0.00622574	0.00685919	0.00337496	0.00430343	0	0.00314180	0.00549943	0.00625411	0.00627678	0.00876620	0.00912237	0	0.00380313	0.00257062	0.00551558	0.00415539	0.00505520	0.00818568	0.00675875	0.00580733	0.00307387	0.00666003	0.00526356	0.00578856	0.00467917	0.00460389	0.00504289	0.00355041	0.00410143	0	0.00579624	0.00662719	0.00572904	0.00649752	0.00387427	0.00215592	0.00550079	0.00626805	0.00864646	0.00588394	0.00347900	0.00440202	0.01038325	0.00527051	0.00825745	0.00694175	0.00475438	0.00486975	0.00421872	0.00198603	0.00410832	0.00658654	0.00154806	0.00586659	0.00288111	0.00683863	0.00463113	0.00227712	0.01034521	0.00368898	0.01327945	0.00672575	0.00226066	0.00830118	0.00535254	0.00035792
G13	0.02348830	0.02030477	0.02091048	0.02457485	0.02699213	0.02394850	0.02693355	0.02272290	0.02226567	0.01956052	0.02139772	0.02723708	0.02229599	0.02228600	0.02439417	0.02274348	0.02376984	0.02163563	0.02859460	0.02184776	0.00696543	0.00289712	0.00512524	0.00723764	0.00576725	0.00113704	0.00523788	0	0.00740297	0.00882838	0.00922728	0.00318212	0.00593189	0.00568140	0.00659928	0.00558411	0.00778463	0.00734857	0.00532439	0.00711022	0.00665109	0.00507595	0	0.00598364	0.00147215	0.00247590	0.00158145	0.00712941	0.00664394	0.00564144	0.00421014	0.00401654	0.00361751	0.00943216	0.00015537	0.00500790	0.00682197	0.00698374	0.00198520	0.00333894	0.00632723	0.01017585	0.00446718	0.00621815	0.00499290	0	0.00529911	0.00257587	0.00708907	0	0.00679755	0.00903276	0.00678346	0.00514450	0.00968744	0.00466035	0.00774192	0.00437295	0.00502584	0.00472536	0.00477119	0.00385974	0	0.00620857	0.00252198	0.00366951	0.00565871	0.00421578	0.00622272	0.00544582	0.00389895	0.00429586	0.00484178	0.00566032	0.00417021	0.00280540	0.00632610	0.00205904	0.00481985	0.01079741	0.00334527	0.00691869	0.00811265	0.00533214	0.00341225	0.00800505	0.00442306	0.00647599	0.00685705	0.01104163	0.01310773	0.00197310	0.00549741	0.00473576	0.00606407	0.00767754	0.00678283	0.00791933	0.00372977	0.00472105
G14	0.02343148	0.02119152	0.02470519	0.02301255	0.02219868	0.02679017	0.02801861	0.02074710	0.02285200	0.02157351	0.02362112	0.02360534	0.02253237	0	0.02469868	0.02462119	0.01936622	0.02259642	0.02822784	0.02182186	0.00801140	0.01020143	0.00274973	0.00457759	0.00626229	0.00177335	0.00492115	0.00578403	0.01038629	0.00549066	0.00562644	0.00724501	0	0.00904349	0.00677251	0.00511632	0.01282478	0.00805260	0.00410090	0.00576913	0.00576320	0.00316123	0.00232409	0.00171513	0.00563526	0.00317136	0.00154804	0.00488678	0.00731964	0.00605491	0.00548302	0.00556516	0.00568496	0.00908847	0.00441483	0.00668483	0	0.00669108	0	0.00756445	0.00982459	0.00710669	0	0.00534968	0.00680408	0.00593999	0.00836794	0.00324364	0.00209718	0.00259178	0.00353017	0.00687399	0.00531908	0.00564535	0.00768688	0.00614262	0.00704355	0.00618070	0.00421995	0.00417507	0.00783484	0.00613084	0.00824732	0.00425074	0	0.00413731	0.00890100	0.00939472	0.00100609	0.00179532	0.00468132	0.00712508	0.00838776	0.00421887	0.00473264	0.00808817	0.00861493	0.00616814	0.00756607	0.00943261	0.00322678	0.01084398	0.00633266	0.00896307	0.00511629	0.00440129	0.00379581	0.00718929	0.00527492	0.00439914	0.00495698	0.00562300	0.00442157	0.00522317	0.00769691	0	0.00572864	0.00717448	0.00769792	0
G15	0.02123453	0.02606098	0.02294364	0.02071249	0.02466570	0.02406079	0	0.02105416	0.02292696	0	0.02328753	0.02484690	0.02261204	0.02136205	0.02234487	0.02464840	0.02249195	0.02888483	0.02795856	0.02179875	0.00990458	0.00588428	0.00570355	0.00460087	0.00998286	0.00038782	0.00107398	0.00243085	0.00819880	0.00318379	0	0.00780279	0.00869575	0.00960184	0.00552031	0.00793263	0.01142299	0.00679999	0.00616076	0.00309197	0.00519515	0.00381668	0.00734717	0.00385212	0.00472955	0.00760436	0.00427584	0.00620822	0.01015388	0.00799915	0.00271572	0	0.00197149	0.00855898	0.00991360	0.00411380	0.00559575	0.00634655	0.00751416	0.00649316	0.00654974	0.00665407	0.00928031	0.00646951	0.00911656	0.00750478	0.00334639	0.00247233	0.00228305	0.00520674	0.00517328	0.01126964	0.00770302	0.00619224	0.00688857	0.00629439	0.00636854	0.00652932	0.00681921	0.00750211	0.01012386	0.00458376	0.00676065	0.00641462	0.00297598	0.00627045	0.00581070	0.00640580	0.00215202	0.00549954	0.00488197	0.00674381	0.00830681	0.00799700	0.00398988	0.00349687	0.00821505	0.00195329	0.00768436	0.00703538	0.00190253	0.00949932	0.00796711	0.00665110	0.00431115	0.00820105	0.00017683	0.00694069	0.00770143	0	0.00752496	0.00180420	0.00699743	0.00482431	0	0.00617757	0.00495771	0.00585677	0.00419849	0.00070086
G16	0.02564786	0.02571269	0.02723820	0.02453135	0.02130748	0.02728760	0.02256270	0.02508337	0.02271869	0.02128389	0.02108632	0.02510054	0.01935086	0.02295168	0	0.02747586	0.02505980	0	0.03154587	0	0.00624467	0	0.00377765	0.00574424	0.01033559	0.00808257	0.00373036	0.00605574	0.01113665	0.00469876	0.00762575	0.00366246	0.00701203	0.01023064	0.00506425	0	0.01031438	0.00753912	0.00769851	0.00975030	0.00862315	0.00558036	0.00683575	0	0.00193568	0	0.00407535	0.00413713	0.00890389	0.00222861	0.00558927	0.00300601	0.00481086	0.00796422	0.00118909	0.00594714	0.00364536	0	0.00657477	0.00451591	0.01013306	0.01092643	0.00862067	0.00900568	0.00781679	0	0.00809093	0.00450520	0.00450568	0.00549495	0.00108298	0.00533077	0.01089692	0.00618803	0.00800977	0.00660737	0.00853027	0.00220764	0.00412523	0.00295871	0.00427472	0.00503100	0.00706439	0.00950241	0.00496276	0.00839329	0.00990129	0.00666823	0.00384249	0.00371360	0.00415266	0.00717764	0.00793821	0.00894788	0.00185534	0.00709044	0.00745358	0.00510430	0.00793266	0.00797237	0.00442238	0.00634218	0.00360732	0.00464623	0.00437903	0.00539092	0.00825487	0.00779259	0.00650905	0.00805676	0.00366671	0.00311637	0.00514177	0	0.00993382	0.00887859	0.00771038	0.00875456	0.00519056	0.00397859
G17	0.02444018	0.01937035	0.02128364	0.02398053	0.02553984	0.02567711	0.02945438	0.02737363	0.02101470	0.02674058	0.02249812	0.02176310	0.02013003	0.02170910	0.02437848	0.02882096	0.02152402	0.01883520	0.02692012	0.02117749	0.00749290	0.00638888	0.00449760	0.00633411	0.00831140	0.00530606	0.00195162	0.00551624	0.00906684	0.00727171	0.00669726	0.00353771	0.00495984	0.00578306	0.00412510	0.00888645	0.01042882	0.00742126	0.00422299	0.00800409	0	0.00128496	0	0.00572186	0.00489396	0	0.00345831	0.00268892	0.00504019	0.00497387	0.00557275	0	0.00387253	0.00838447	0.00714656	0.00699834	0.00330945	0.00583346	0.00401082	0.00582016	0.00890943	0.00603006	0.00501949	0	0.00553375	0.01239700	0	0.00370724	0.00533516	0.00626892	0.00471864	0.00835481	0	0.00217614	0	0.00650677	0.00655233	0.00518677	0.00145151	0.00474229	0.00850500	0	0.00687227	0.00907580	0	0.00518376	0.00772297	0.00942718	0.00741737	0.00386114	0	0.00989101	0.00874449	0.00356684	0	0.00623093	0.00652941	0.00553153	0.00707400	0.00897804	0.00544365	0.00651124	0.00950787	0	0.00306799	0.00589136	0.00328140	0.00468910	0.00343910	0.00626889	0.01049581	0.00863071	0.00445391	0.00373172	0.00896050	0.00397682	0.00366498	0.00624977	0.00895432	0.00743269
G18	0.02124650	0.02081050	0.02622237	0.02137538	0.02456833	0.02708121	0.03084426	0.01998402	0.02566087	0.02335611	0.02329473	0.02768390	0.02181598	0.02171525	0.02314331	0.02527476	0.02497514	0.02368305	0	0.02312058	0.00483098	0.00879425	0.00936330	0.00602812	0.00668894	0.00525603	0.00335464	0.00419058	0.00681468	0.00911847	0.00361511	0.00659995	0	0.00967358	0.00336894	0.00606018	0	0.00636542	0.00658199	0.00745348	0	0.00488256	0.00692779	0.00783394	0.00640978	0.00686236	0.00525102	0.00638735	0.00407229	0.00359207	0.00532180	0.00754124	0.00456800	0.00734368	0.00521755	0.00845524	0	0.00688416	0.00472389	0.00097693	0.01101095	0.01003893	0.00481175	0.00784106	0.00714894	0.00677838	0.00346831	0.00244802	0.00482322	0.00471727	0.00253842	0.00717936	0.00681579	0.00414237	0	0.00413408	0.00792200	0.00534727	0.00564723	0	0.00525640	0.00537515	0.00550139	0.00562901	0.00294445	0.00524714	0.00809294	0.00790080	0.00155280	0.00471376	0.00338192	0.00518914	0.00665869	0.00299935	0	0.00109391	0.01404700	0.00380286	0.00754411	0.01018607	0.00517402	0.00907588	0.00572783	0.00627505	0	0.00675718	0.00681315	0.00829738	0.00421970	0.00937503	0.00936945	0.00484749	0.00517423	0	0.00750583	0.00631360	0.00616556	0.00698790	0.00451009	0.00021387
G19	0.02201846	0.02186462	0.02111938	0.02545586	0.02601666	0.02349374	0.02471059	0.02157568	0.02494936	0.02041703	0.02793913	0.02508024	0.01984002	0.02161904	0.02477796	0	0.02062391	0.02559755	0.02684049	0.02104932	0.00804510	0.00352166	0.00711412	0.00433676	0.01085856	0.00348159	0.00608832	0.00673942	0.00707859	0.00536918	0	0.00465928	0.00494818	0.00579817	0.00736360	0.00668698	0.00597452	0.00558489	0.00815165	0.00759603	0.00760866	0	0.00271282	0.00306952	0.00316366	0.00535201	0.00373833	0.00535703	0.00549987	0.00541532	0.00559340	0.00466350	0.00244678	0.00652927	0.00527651	0.00520556	0.00294318	0.00484560	0.00303719	0.00535712	0.00618636	0.00689092	0.00468690	0.00700070	0.00436490	0.00432624	0.00265053	0.00044776	0.00695133	0.00497929	0.00584236	0.01090332	0.01050557	0.00694013	0.00454173	0.00247623	0.00559004	0.00692786	0.00324779	0.00562726	0.00650852	0.00253807	0.00643421	0.01060857	0.00326185	0.00332395	0.00494789	0.00459510	0.00449668	0.00382860	0.00213597	0.00795253	0.00888889	0.00169924	0.00460345	0.00515129	0.00635248	0.00751117	0.00715258	0.00987996	0.00517710	0.00617063	0.00689281	0.00607518	0.00567685	0.00762737	0.00659425	0.00640194	0.00799257	0.00513470	0.00635673	0.00558029	0.00304384	0.00332069	0.00460290	0.01054365	0.00758129	0.00642094	0.00936530	0.00428177
G20	0.02471615	0.02084068	0.01897300	0.02276625	0.02536417	0.02612713	0.02445625	0.02213646	0.02363800	0.01979073	0.02014494	0.02276204	0.02064140	0.02087573	0.02587830	0.02581476	0.02223300	0.02164124	0.02656502	0.02190641	0.00941959	0.00780279	0.00639959	0.00442561	0.00575942	0.00460196	0.00678464	0	0.01003918	0.00465155	0.00905196	0	0.00913508	0.00771995	0.00689339	0.00693030	0.00822822	0	0.00825264	0.00670508	0.00340355	0.00443742	0.00091129	0.00484958	0.00439301	0.00478016	0	0.00462802	0.00378699	0.00588075	0.00343514	0.00634260	0.00535138	0.00937372	0.00634762	0.00382681	0.00291964	0	0.00573063	0.00408473	0.00778569	0.00578177	0.00776368	0.00595656	0.00653274	0.00820913	0.00175233	0.00528211	0.00362434	0.00377906	0.00514376	0.00989355	0.00828571	0.00472292	0.00663922	0	0.01131321	0.00777276	0.00693659	0.00351066	0.00649114	0.00363240	0.00155019	0.00559098	0.00503603	0.00627222	0.00936845	0.00492756	0.00375479	0.00170193	0.00395255	0.00441018	0.00842868	0.00479113	0.00571439	0.00388412	0.01000674	0.00822332	0.01042919	0.00582900	0.00188324	0.00606091	0.00805817	0.00790203	0.00412483	0.00914794	0	0.00482953	0.00715450	0.00513797	0.01205844	0.00450123	0.00161556	0.00220208	0.00549078	0.00895372	0	0.00524548	0.00639708	0
G21	0.02546982	0.02399090	0.02314850	0.02276751	0.02689768	0.02554950	0.02586684	0.02212551	0.02437510	0.02550214	0	0.02571947	0.02410283	0.02432753	0.02353599	0.02675198	0	0.02395748	0.02608283	0	0.00751855	0	0.00400517	0.00769906	0.00548577	0.00321884	0.00437737	0.00257467	0.01027517	0.00133186	0.01051615	0.00702182	0.00730300	0.00539529	0.00632666	0.00723524	0.00588892	0	0.01137884	0.00893633	0	0.00391157	0.00720755	0.00660105	0.00511401	0.00139266	0.00238398	0.00302526	0.00647565	0.00506345	0.00820634	0.00368865	0.00639826	0.00860696	0.00858845	0.00787019	0.00504251	0.01088743	0.00559435	0.00895117	0.00758925	0	0.00544779	0.00585133	0	0.00442261	0.00582254	0.00302166	0.00841328	0.00780514	0.00395537	0.00981389	0.00856388	0.00335600	0.00838658	0.00414116	0.00413818	0.00636656	0.00292511	0.00534778	0.00272263	0.00073564	0.00637687	0.00767651	0.00439975	0.00495429	0.00600987	0.00402090	0.00655300	0.00845989	0.00551281	0.00500286	0.00863568	0.00432082	0.00381420	0.00735071	0.00791060	0	0.00933592	0.00807456	0.00596498	0.00791022	0.00814314	0.00433762	0.00821649	0.00720231	0.00319622	0.00865957	0.00483262	0.01167503	0.01046882	0.00521779	0.00316359	0.00644182	0.00570275	0.00516730	0.00479996	0.00739119	0.00919211	0.00341107
G22	0.02883803	0	0.02616075	0.02212405	0.02399253	0.02753442	0.02593949	0.02213761	0.02559870	0.02193184	0.02549430	0.02362878	0.02204134	0.02158424	0.02468010	0.02336856	0.02070675	0.02524228	0.02513268	0.01979739	0.00896046	0.00242657	0.00885692	0.00575182	0.00959133	0.00406988	0.00326871	0.00677962	0.00497931	0.00608173	0.00649501	0.00683079	0.00508328	0.00708828	0.00578805	0.01090987	0.00606290	0.00888175	0.00655466	0.00273499	0.00931143	0.00607328	0	0	0.00238503	0.00622455	0.00342214	0.00316786	0.00558395	0.00246129	0.00687357	0.00481206	0	0.01050050	0.00561601	0.00804602	0.00276487	0.01128876	0.00546108	0	0.00807471	0.00128788	0.00459027	0.00712890	0.00670107	0.00684710	0.00166818	0.00451274	0.00652102	0.00658925	0.00553570	0	0.00622720	0.00290709	0.00663737	0.00576233	0.00767097	0.00493994	0.00355736	0.00700799	0.00550301	0.00550471	0.00521744	0.00913383	0.00596122	0.00382733	0.01204607	0.00578104	0.00578012	0.00314038	0.00313835	0.00612969	0.01131329	0.00121821	0.00364098	0.00443039	0.00634489	0.00732972	0.00918722	0.00874267	0.00688398	0.00801710	0	0	0.00428306	0.01153187	0.00150067	0.00213727	0.00509287	0.00691271	0.00859572	0.00462994	0.00227262	0.00262697	0.00771814	0.00690619	0	0.00565620	0.00723250	0.00334245
G23	0.02167157	0.02436322	0.01900023	0.02243442	0.02636430	0.02649524	0.02940731	0.01991026	0.02315037	0.01949397	0.02341196	0.02449848	0.02045721	0.02333666	0.02633782	0.02614918	0.02045209	0.02278388	0.02323243	0.02109921	0.01080367	0.00867851	0.00438865	0.00586253	0.00560606	0.00314184	0.00736723	0.00446500	0.00866528	0.00759644	0.01023534	0.00859325	0	0.00514721	0	0.00392538	0.00766724	0.00730052	0.00875106	0.00198943	0.00775623	0.00523353	0.00901401	0.00310388	0.00052390	0.00451748	0	0.00628642	0.00723672	0.00673173	0.00614623	0.00425811	0.00421440	0.00642159	0.00793042	0.00618957	0.00452141	0.00853902	0.00484677	0.00597601	0	0.00425467	0.00745068	0.00799165	0.00987387	0.00707914	0.00529799	0.00245986	0.00201544	0.00516943	0.00348268	0.00832955	0.00887748	0.00552360	0.01038301	0.00808116	0.00990991	0.00544471	0.00740945	0.00723791	0.00567085	0.00214136	0.00514919	0.00646918	0.00352889	0.00574726	0.00974018	0.00693648	0	0.00422870	0.00156726	0.00184789	0.00906906	0.00779281	0.00367053	0.00193312	0.00735532	0.00413796	0.01001326	0	0	0.00896908	0	0.00767741	0.00578565	0.00539164	0.00597482	0.00794646	0.00437660	0.00574568	0.00408333	0.00527799	0.00068073	0.00441998	0	0	0.00582998	0	0.00792094	0.00296634
G24	0.02416102	0.02351064	0.02181917	0.02100914	0	0.02717765	0.02282372	0.02336074	0.02384688	0.02512442	0.02169110	0.02595919	0.02447456	0.02472713	0.02552550	0.02302525	0.02098637	0.02594228	0.02750436	0	0.00949348	0.00688878	0.00823518	0.00616167	0.01151654	0.00649015	0.00457007	0.00104550	0.00548380	0.00744339	0.00597960	0.00557458	0.00913089	0.00873488	0.00642086	0.01106421	0.00986249	0.00558595	0.00547023	0.00733039	0.00623846	0.00435366	0.00381802	0.00679118	0.00491369	0.00501899	0.00288611	0.00353167	0.00757890	0.00602871	0.00276210	0.00493688	0.00580294	0.00845325	0.00762477	0.00374869	0	0.00658700	0.00643753	0.00660757	0.00690509	0.00766186	0.00915216	0.00576209	0.00724973	0.00279604	0.00880392	0.00202889	0.00500509	0.00568103	0.00269588	0.00723142	0.00689933	0.00543714	0.00531382	0.00590926	0.00468883	0.00907588	0.00259183	0	0.00418690	0	0.00896498	0.00742740	0.00817585	0.00333237	0.00690644	0.00539727	0.00413527	0.00259605	0.00055534	0.00934572	0.00739877	0.00634380	0.00462730	0.00928183	0.01093542	0	0.01081167	0.00506571	0.00011556	0.00901537	0.00841613	0.00277586	0.00308128	0.00877698	0	0.00568942	0.00327615	0.00573833	0.00668670	0.00342614	0.00073029	0.00367930	0.00977197	0.00538669	0.00166584	0.00706000	0.00810337	0.00095534
G25	0.02586797	0.02468651	0.02316801	0.02670287	0.02188118	0.02152127	0.02519320	0.02039734	0.02312257	0.02201570	0.02437495	0.02561247	0.01848382	0.02286201	0.02568984	0.02728608	0.02116638	0.02405230	0.02665983	0.02103959	0.00630478	0.00722798	0.00181451	0.00115293	0.00769257	0.00490512	0.00260186	0.00093762	0.00727665	0	0.00651403	0.00800780	0.01041346	0.00620068	0.00642903	0.00632455	0.00588007	0.00736725	0.00619383	0.00533577	0.00740652	0.00267656	0	0.00532810	0.00602003	0.00173051	0.00285736	0.00831681	0.00619722	0.00660415	0.00820394	0.00408627	0	0.00503298	0.00646466	0.00671023	0	0	0.00212578	0.00737344	0.01026188	0.00323968	0.00674712	0.00570737	0.00681345	0.01097172	0.00656116	0.00289513	0.00758381	0.00598509	0.00701641	0.00834594	0.00364111	0.00223309	0.00953991	0.00686398	0	0.00474584	0.00190051	0.00053478	0.00549869	0	0.00866403	0	0.00934386	0.00624162	0.01029163	0.01009587	0.00427362	0.00247928	0.00373770	0.00355011	0.00401215	0.00667337	0.00535525	0.00711033	0.00423428	0.00605818	0.00521856	0.00894278	0	0.00756502	0.00526130	0.00614720	0.00182789	0.00644288	0	0.00690483	0.00825167	0.01086689	0.00737953	0	0.00720576	0.00528172	0.00642070	0.00691774	0.00371561	0.00633460	0.00698229	0.00562614
G26	0.02646751	0.02652053	0.02405291	0.02377745	0.02837019	0.02876305	0.02942494	0	0.02703696	0.02472297	0.02866124	0.02249541	0.01962119	0.02092645	0.02657970	0.02478688	0	0.02710589	0.02918044	0.02259452	0.00535633	0.00865116	0.00471487	0	0.00956208	0.00649263	0	0.00483092	0	0	0.00581168	0.00521289	0.00633604	0.00619302	0.00323597	0.00684904	0.00653271	0.00351204	0.00622264	0.00640723	0.00924274	0.00242021	0.00663879	0	0.00365828	0.00619779	0.00498482	0.00966742	0.00883281	0.00300480	0.00433657	0	0.00467906	0.00506849	0.00595399	0.00578245	0.00547704	0.00868435	0	0.00908541	0.00951938	0.00727265	0.00884621	0	0.01037498	0.00880022	0.00509564	0.00533250	0.00948124	0.00630603	0.00379034	0.00649326	0.01052994	0.00430197	0.00801118	0.00641652	0	0.00484746	0.00209388	0.00180282	0.00611090	0.00723034	0.00932546	0.01040085	0.00711797	0.00291827	0.00929015	0.01027491	0.00580963	0.00484604	0.00353583	0.00603664	0.00853599	0.00970223	0	0.00675632	0	0.00674851	0.00986427	0.00809354	0.00398705	0.00825961	0	0.00301883	0.00433283	0.00412523	0.00154892	0.00784508	0	0.00428811	0.00378882	0.00419536	0.00710581	0.00709973	0.00725901	0.00426259	0	0.00884769	0.00643646	0.00096030
G27	0.02593201	0.02367201	0	0.02267181	0.02538608	0.02549512	0	0.02305130	0	0.02146319	0.02505329	0.02660112	0.02645541	0.02334464	0.02842508	0.02385229	0.02287518	0.02719150	0.02553709	0.01985786	0.00648303	0.00952764	0.00783634	0.00607195	0.01249274	0.00682294	0.00219411	0.00572148	0.00671525	0.00762434	0.00338565	0.00905680	0.00679102	0.00763496	0.00760892	0.00867132	0.00840520	0.00896460	0.00463942	0.01016442	0	0.00544995	0.00030890	0.00945053	0.00410174	0	0.00727915	0.00226250	0.00578824	0.00542955	0.00308507	0.00582677	0.00527806	0.00619110	0.00706968	0.00427962	0.00044369	0.00860865	0.00320037	0.00364575	0.00379443	0.00554364	0.00392126	0.00385815	0.00885332	0.00453302	0.00338619	0.00307259	0.00758260	0.00569137	0.00534317	0.00786478	0.01166720	0.00550951	0.00860323	0.00409640	0.00782927	0	0.00287689	0.00552689	0.00637503	0.00580458	0.00750887	0.00946703	0.00451191	0.00524897	0.00947498	0.00625936	0.00234046	0.00457286	0.00496530	0.00771847	0.00428121	0.00581635	0.00583255	0.00629115	0.00753525	0.00705869	0.01160060	0.00734824	0.00382402	0.00559491	0.00617139	0.00525685	0.00835339	0.00652439	0	0.00456055	0.00663973	0	0.01025006	0.00386295	0.00471339	0.00564047	0.00770315	0.00805304	0.00436059	0.00877336	0.00513712	0.00363847
G28	0.02776531	0.02227111	0.02384790	0.02718471	0.02842047	0.02606042	0.03051126	0	0.02057169	0.02340576	0.02628147	0.02340266	0.02342823	0	0.02760263	0.02291821	0.02525296	0.02228208	0	0.01953124	0.00974521	0	0.00432308	0.00869156	0.00723927	0.00406562	0.00195341	0.00397068	0.00757837	0.00529666	0.00448326	0.00979673	0.00345162	0.00767652	0.00473438	0.00605759	0.00769210	0.00933748	0.00829133	0.00519622	0.00630138	0.00128192	0.00003040	0.00629828	0.00833708	0.00616204	0.00345918	0.00789615	0.00704325	0.00114990	0	0.00556852	0	0.00972635	0.00897756	0.00637034	0.00519163	0.00881019	0.00060705	0.00588391	0.00793880	0.00815492	0.00601451	0.00763944	0.01120604	0.00634706	0.00273171	0.00166032	0.00679332	0.00518411	0.00767129	0.01172459	0.00758040	0.00454048	0.00635938	0.00741518	0.00860071	0	0.00211592	0.00710732	0.00385904	0.00882402	0.00590499	0.00938748	0.00878603	0.00602905	0.00774592	0.00494062	0.00244406	0.00414335	0.00314733	0.00876623	0.00606980	0.00955725	0.00304821	0	0	0.00465442	0.01065816	0.00457564	0.00479399	0.01147793	0.00551474	0.00356002	0.00351569	0.00915600	0.00292513	0.00630972	0	0.00889592	0.00845175	0.00760496	0.00781278	0.00380496	0.01076363	0.01369207	0.00596859	0.00701069	0	0
G29	0.02733076	0.02471300	0.02346028	0	0	0.02328722	0.02565839	0.02637067	0.02517594	0.02497287	0.02992643	0.02409032	0.02405205	0.02392562	0.02735234	0.02507728	0.01992264	0	0.02685249	0.02248332	0.00765364	0.00798865	0.00865427	0	0.01087883	0.00651617	0.00051890	0.00383550	0.00587442	0.00687194	0.00685246	0.00443727	0.00264526	0	0.00586361	0.00794585	0.00659949	0.01104690	0.00643030	0.00858450	0.00558433	0.00440539	0.00316002	0.00357873	0.00454297	0.00306303	0.00435419	0.00802998	0.00840743	0.00342428	0.00640134	0	0.00539859	0.01002436	0.00836829	0.00397486	0.01194326	0.00745591	0.00462933	0.00545748	0.00944182	0.00497277	0.00526588	0.00534513	0.00942942	0.00950905	0.00227610	0.00406665	0.00484407	0.00268631	0.00602622	0.01205802	0.00582887	0.00606616	0	0.00930748	0.00954707	0.00439901	0.00197961	0.00693181	0.01024415	0.00548365	0.00853438	0.00794209	0.00243996	0.00207509	0.00704814	0.00796620	0.00191524	0.00277817	0	0.00860053	0.00656067	0.00593492	0.00351792	0.00710167	0.01140432	0.00732812	0.00786406	0.00893379	0.00276702	0.00761109	0.00825782	0.00751296	0.00216340	0.00750776	0.00092981	0	0.00648947	0.00939721	0.00383721	0.00421082	0.00324104	0.00290729	0.00544908	0.00921882	0.00225958	0.00456322	0.00963004	0.00233852
